"code","product"
"55169400","Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, printed"
"56012900","Wadding of textile materials and articles thereof (excl. of cotton or man-made fibres; sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, wadding and articles thereof, impregnated or covered with medicated substances or put up for retail for medical, surgical, dental or veterinary purposes, or impregnated, coated or covered with perfumes, make-up, soaps, cleansing agents, etc.)"
"56013000","Textile flock and dust and mill neps"
"56049010","High-tenacity yarn of polyesters, nylon, other polyamides or viscose rayon, impregnated or coated with rubber or plastics"
"56049090","Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or sheathed with rubber or plastics (excl. high-tenacity yarn of polyesters, nylon, other polyamides or viscose rayon, impregnated or coated with rubber or plastics; imitation catgut, thread and cord with fish-hook attachments or otherwise put up as fishing line)"
"56050000","Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 5404 or 5405, of textile fibres, combined with metal in the form of thread, strip or powder or covered with metal (excl. yarns manufactured from a mixture of textile fibres and metal fibres, with anti-static properties; yarns reinforced with metal wire; articles with the character of trimmings)"
"56074100","Binder or baler twine, of polyethylene or polypropylene"
"57011010","Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or not made up, containing > 10% silk or waste silk other than noil by weight"
"57011090","Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or not made up (excl. those containing > 10% silk or waste silk other than noil by weight)"
"57019010","Carpets and other textile floor coverings, of silk, waste silk other than noil, synthetic fibres or metallised yarn of heading 5605, or of textile materials containing metal yarn, knotted, whether or not made up"
"57019090","Carpets and other textile floor coverings, of textile materials, knotted, whether or not made up (excl. those of wool or fine animal hair, of silk or waste silk other than noil, or of textile materials containing metal yarn)"
"57021000","Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up"
"57022000","Floor coverings of coconut fibres ""coir"", woven, whether or not made up"
"57023180","Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, of pile construction, not made up (excl. Axminster, Kelem, Schumacks, Karamanie and similar hand-woven rugs)"
"57023200","Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, of pile construction, not made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs)(2017-2500);Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, of pile construction (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs)(1999-2004)"
"57023900","Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, not tufted or flocked, of pile construction, not made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs, and floor coverings of coconut fibres ""coir"")"
"57024190","Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, of pile construction, made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs, and Axminster carpets)(2007-2500);Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, of pile construction, made up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs, and Axminster carpets)(1988-1998)"
"57024200","Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, of pile construction, made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs)(2017-2500);Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, of pile construction, made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs)(1999-2006)"
"57025010","Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, not of pile construction, not made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs)"
"57025039","Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, not of pile construction, not made up (excl. those of polypropylene and Kelem, Schumacks, Karamanie and similar hand-woven rugs)"
"57025090","Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, not tufted or flocked, not of pile construction, not made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs, and floor coverings of coconut fibres ""coir"")"
"57029100","Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, not of pile construction, made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs)"
"57029900","Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, not tufted or flocked, not of pile construction, made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs, and floor coverings of coconut fibres ""coir"")"
"57031000","Carpets and other floor coverings, of wool or fine animal hair, tufted ""needle punched"", whether or not made up"
"57032012","Tiles, of nylon or other polyamides, tufted ""needle punched"", whether or not made up, printed (excl. carpet tiles with an area of > 1 m²)"
"57032018","Carpets and other floor coverings, of nylon or other polyamides, tufted ""needle punched"", whether or not made up, printed (excl. carpet tiles with an area of <= 1 m²)"
"57032092","Tiles, of nylon or other polyamides, tufted ""needle punched"", whether or not made up (excl. printed, and carpet tiles with an area of > 1 m²)"
"57032098","Carpets and other textile floor coverings, of nylon or other polyamides, tufted ""needle punched"", whether or not made up (excl. printed, and carpet tiles with an area of <= 1 m²)"
"57032100","Turf, of nylon or other polyamides, tufted ""needle punched"""
"57032910","Floor covering tiles, of nylon or other polyamides, tufted ""needle punched"", whether or not made up, printed, with an area of <= 1 m² (excl. turf)"
"57032919","Carpets and other floor coverings, of nylon or other polyamides, tufted ""needle punched"", whether or not made up, printed (excl. tiles with an area of <= 1 m², and turf)"
"57032991","Floor covering tiles, of nylon or other polyamides, tufted ""needle punched"", whether or not made up, with an area of <= 1 m² (excl. printed and turf)"
"57032999","Carpets and other floor coverings, of nylon or other polyamides, tufted ""needle punched"", whether or not made up (excl. printed, turf, and tiles with an area of <= 1 m²)"
"57033012","Tiles, of polypropylene, tufted ""needle punched"", whether or not made up (excl. carpet tiles with an area of > 1 m²)"
"57033018","Carpets and other floor coverings, of polypropylene, tufted ""needle punched"", whether or not made up (excl. carpet tiles with an area of <= 1 m²)"
"57033082","Tiles, of man-made textile materials, tufted ""needle punched"", whether or not made up (excl. of polypropylene, nylon or other polyamides, and carpet tiles with an area of > 1 m²)"
"57033088","Carpets and other floor coverings, of man-made textile materials, tufted ""needle punched"", whether or not made up (excl. of polypropylene, nylon or other polyamides, and carpet tiles with an area of <= 1 m²)"
"57033100","Turf, of man-made textile materials, tufted ""needle punched"", whether or not made up (excl. of nylon or other polyamides)"
"57033919","Carpets and other floor coverings, of polypropylene, tufted ""needle punched"", whether or not made up (excl. tiles with an area of <= 1 m², and turf)"
"57033999","Carpets and other floor coverings, of man-made textile materials, tufted ""needle punched"", whether or not made up (excl. of nylon or other polyamides, of polypropylene, tiles with an area of <= 1 m², and turf)"
"57039020","Tiles, of vegetable textile materials or coarse animal hair, tufted ""needle punched"", whether or not made up (excl. carpet tiles with an area of > 1 m²)"
"57039080","Carpet and other floor coverings, of vegetable textile materials or coarse animal hair, tufted ""needle punched"", whether or not made up (excl. carpet tiles with an area of <= 1 m²)"
"57041000","Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m²"
"57042000","Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m² but <= 1 m²"
"57049000","Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excl. floor tiles with an area of <= 1 m²)(2017-2500);Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excl. floor tiles with an area of <= 0,3 m²)(1988-2016)"
